sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_P,135.0,48.4362,35.0,20.0,5119.9286236806065,0.39270840822409914,23.19937136012494,13572.078646363954
OAT_P,135.0,46.91,35.0,20.0,5115.492578361969,0.39118228976734426,23.1774569642384,13565.716991619043
OAT_P,135.0,49.0942,35.0,20.0,5121.841163203383,0.393366373067858,23.208819448510045,13574.82138573113
OAT_P,135.0,56.9655,35.0,20.0,5144.719844579729,0.40123725251265824,23.321841846846926,13607.631301203335
OAT_P,135.0,55.7697,35.0,20.0,5141.244138255509,0.40004151640298224,23.304671597468648,13602.646851757672
OAT_P,135.0,55.0028,35.0,20.0,5139.015070535114,0.39927465737763485,23.293659836097014,13599.450184856949
OAT_P,135.0,54.893,35.0,20.0,5138.695926401984,0.39916486324413225,23.29208324019324,13598.992505856175
OAT_P,135.0,52.2793,35.0,20.0,5131.098958999732,0.3965513028913475,23.254553652636783,13588.097828220993
OAT_P,135.0,51.5983,35.0,20.0,5129.1195677915075,0.39587033927645426,23.24477531192211,13585.2592180249
OAT_P,135.0,58.5652,35.0,20.0,5149.3695246322895,0.40283686704238614,23.3448116143084,13614.29932577119
OAT_P,135.0,55.043,35.0,20.0,5139.131915654896,0.3993148552297915,23.294237059733916,13599.617750392757
OAT_P,135.0,47.3189,35.0,20.0,5116.68108506541,0.39159116792025156,23.183328276306284,13567.421408225779
OAT_P,135.0,42.9356,35.0,20.0,5103.940607116794,0.3872081021153155,23.120389361688616,13549.150512377648
OAT_P,135.0,45.6048,35.0,20.0,5111.698890542624,0.38987715950279417,23.158715862475116,13560.276530491354
OAT_P,135.0,41.2163,35.0,20.0,5098.943298299909,0.3854888939756886,23.095702282113372,13541.983959499285
OAT_P,135.0,46.4044,35.0,20.0,5114.0230039201515,0.39067671678101534,23.170197156506624,13563.609500701054
OAT_P,135.0,41.3001,35.0,20.0,5099.186870962536,0.3855726894983436,23.096905549296764,13542.333262780401
